,geo,prob,age,race_asian,race_black,race_mix,race_native_american,race_native_pacific,race_other,race_white_hispanic,race_white_non_hispanic,sex_female,sex_male
76,Alabama,0.00011362739940807483,25.0,0,0,0,1,0,0,0,0,1,0
77,Alabama,0.00017350658650621496,30.0,0,0,0,1,0,0,0,0,1,0
78,Alabama,0.00029163003409230713,35.0,0,0,0,1,0,0,0,0,1,0
79,Alabama,0.0004222197970810838,45.0,0,0,0,1,0,0,0,0,1,0
80,Alabama,0.000405666165152929,55.0,0,0,0,1,0,0,0,0,1,0
81,Alabama,0.0003184019573341377,65.0,0,0,0,1,0,0,0,0,1,0
82,Alabama,8.481181790350908e-05,75.0,0,0,0,1,0,0,0,0,1,0
83,Alabama,1.185321792386392e-05,85.0,0,0,0,1,0,0,0,0,1,0
84,Alabama,0.00034231275900813905,0.0,0,0,0,0,1,0,0,0,0,1
85,Alabama,0.00040893601837330525,5.0,0,0,0,0,1,0,0,0,0,1
86,Alabama,0.0004467436962339057,10.0,0,0,0,0,1,0,0,0,0,1
87,Alabama,0.00025954459936736515,15.0,0,0,0,0,1,0,0,0,0,1
88,Alabama,0.00014469100500164923,18.0,0,0,0,0,1,0,0,0,0,1
89,Alabama,0.0005205197595186449,20.0,0,0,0,0,1,0,0,0,0,1
90,Alabama,0.000637825743799643,25.0,0,0,0,0,1,0,0,0,0,1
91,Alabama,0.0005017181035014814,30.0,0,0,0,0,1,0,0,0,0,1
92,Alabama,0.001062089199143462,35.0,0,0,0,0,1,0,0,0,0,1
93,Alabama,0.0009817734294179702,45.0,0,0,0,0,1,0,0,0,0,1
94,Alabama,0.0005716112160870239,55.0,0,0,0,0,1,0,0,0,0,1
95,Alabama,0.0004122058715936815,65.0,0,0,0,0,1,0,0,0,0,1
96,Alabama,9.932179156892871e-05,75.0,0,0,0,0,1,0,0,0,0,1
97,Alabama,1.2466315402684468e-05,85.0,0,0,0,0,1,0,0,0,0,1
98,Alabama,0.0004538965001534787,0.0,0,0,0,0,1,0,0,0,1,0
99,Alabama,0.000438569063182965,5.0,0,0,0,0,1,0,0,0,1,0
100,Alabama,0.0004726981561706422,10.0,0,0,0,0,1,0,0,0,1,0
101,Alabama,0.000283251035215093,15.0,0,0,0,0,1,0,0,0,1,0
102,Alabama,0.00022500677472714095,18.0,0,0,0,0,1,0,0,0,1,0
103,Alabama,0.0004299856984794774,20.0,0,0,0,0,1,0,0,0,1,0
104,Alabama,0.0005356428306628851,25.0,0,0,0,0,1,0,0,0,1,0
105,Alabama,0.0006363951830157284,30.0,0,0,0,0,1,0,0,0,1,0
106,Alabama,0.0012858697789129617,35.0,0,0,0,0,1,0,0,0,1,0
107,Alabama,0.0010522796394823331,45.0,0,0,0,0,1,0,0,0,1,0
108,Alabama,0.0007718897258350695,55.0,0,0,0,0,1,0,0,0,1,0
109,Alabama,0.0006026748216805983,65.0,0,0,0,0,1,0,0,0,1,0
110,Alabama,0.0001894471209555492,75.0,0,0,0,0,1,0,0,0,1,0
111,Alabama,9.891305991638168e-05,85.0,0,0,0,0,1,0,0,0,1,0
112,Alabama,4.087316525470317e-06,0.0,1,0,0,0,0,0,0,0,0,1
113,Alabama,1.4714339491693142e-05,5.0,1,0,0,0,0,0,0,0,0,1
114,Alabama,8.583364703487666e-06,10.0,1,0,0,0,0,0,0,0,0,1
115,Alabama,8.787730529761183e-06,15.0,1,0,0,0,0,0,0,0,0,1
116,Alabama,6.3353406144789915e-06,18.0,1,0,0,0,0,0,0,0,0,1
117,Alabama,1.839292436461643e-05,20.0,1,0,0,0,0,0,0,0,0,1
118,Alabama,6.948438093299539e-06,25.0,1,0,0,0,0,0,0,0,0,1
119,Alabama,2.6567557415557063e-05,30.0,1,0,0,0,0,0,0,0,0,1
120,Alabama,6.539706440752507e-06,35.0,1,0,0,0,0,0,0,0,0,1
121,Alabama,1.7575461059522365e-05,45.0,1,0,0,0,0,0,0,0,0,1
122,Alabama,7.357169745846571e-06,55.0,1,0,0,0,0,0,0,0,0,1
123,Alabama,2.861121567829222e-06,65.0,1,0,0,0,0,0,0,0,0,1
124,Alabama,6.539706440752507e-06,75.0,1,0,0,0,0,0,0,0,0,1
125,Alabama,0.0,85.0,1,0,0,0,0,0,0,0,0,1
126,Alabama,1.6962363580701815e-05,0.0,1,0,0,0,0,0,0,0,1,0
127,Alabama,3.821640951314747e-05,5.0,1,0,0,0,0,0,0,0,1,0
128,Alabama,1.0627022966222824e-05,10.0,1,0,0,0,0,0,0,0,1,0
129,Alabama,1.594053444933424e-05,15.0,1,0,0,0,0,0,0,0,1,0
130,Alabama,0.0,18.0,1,0,0,0,0,0,0,0,1,0
131,Alabama,8.583364703487666e-06,20.0,1,0,0,0,0,0,0,0,1,0
132,Alabama,1.4509973665419627e-05,25.0,1,0,0,0,0,0,0,0,1,0
133,Alabama,1.8188558538342912e-05,30.0,1,0,0,0,0,0,0,0,1,0
134,Alabama,2.861121567829222e-05,35.0,1,0,0,0,0,0,0,0,1,0
135,Alabama,1.614490027560775e-05,45.0,1,0,0,0,0,0,0,0,1,0
136,Alabama,2.5341362457915966e-05,55.0,1,0,0,0,0,0,0,0,1,0
137,Alabama,1.3079412881505015e-05,65.0,1,0,0,0,0,0,0,0,1,0
138,Alabama,7.009747841181594e-05,75.0,1,0,0,0,0,0,0,0,1,0
139,Alabama,5.722243135658444e-06,85.0,1,0,0,0,0,0,0,0,1,0
140,Alabama,0.000902070757171299,0.0,0,0,0,0,0,1,0,0,0,1
141,Alabama,0.0009556146036549601,5.0,0,0,0,0,0,1,0,0,0,1
142,Alabama,0.0008536360563444758,10.0,0,0,0,0,0,1,0,0,0,1
143,Alabama,0.0004019875802800057,15.0,0,0,0,0,0,1,0,0,0,1
144,Alabama,0.00028406849852018705,18.0,0,0,0,0,0,1,0,0,0,1
145,Alabama,0.0006484527667658659,20.0,0,0,0,0,0,1,0,0,0,1
146,Alabama,0.0007242724883133403,25.0,0,0,0,0,0,1,0,0,0,1
147,Alabama,0.0007030184423808945,30.0,0,0,0,0,0,1,0,0,0,1
148,Alabama,0.0013504493800153927,35.0,0,0,0,0,0,1,0,0,0,1
149,Alabama,0.0007784294322758219,45.0,0,0,0,0,0,1,0,0,0,1
150,Alabama,0.0003437433197920537,55.0,0,0,0,0,0,1,0,0,0,1
151,Alabama,0.00017575461059522363,65.0,0,0,0,0,0,1,0,0,0,1
152,Alabama,3.535528794531825e-05,75.0,0,0,0,0,0,1,0,0,0,1
153,Alabama,1.1035754618769856e-05,85.0,0,0,0,0,0,1,0,0,0,1
154,Alabama,0.0007908957476785064,0.0,0,0,0,0,0,1,0,0,1,0
155,Alabama,0.0007737290182715311,5.0,0,0,0,0,0,1,0,0,1,0
156,Alabama,0.000921076779014736,10.0,0,0,0,0,0,1,0,0,1,0
157,Alabama,0.0003584576592837468,15.0,0,0,0,0,0,1,0,0,1,0
158,Alabama,0.00017820700051050583,18.0,0,0,0,0,0,1,0,0,1,0
159,Alabama,0.0005585318032055188,20.0,0,0,0,0,0,1,0,0,1,0
160,Alabama,0.0005419781712773641,25.0,0,0,0,0,0,1,0,0,1,0
161,Alabama,0.0006128931129942741,30.0,0,0,0,0,0,1,0,0,1,0
162,Alabama,0.0010514621761772392,35.0,0,0,0,0,0,1,0,0,1,0
163,Alabama,0.000625972525875779,45.0,0,0,0,0,0,1,0,0,1,0
164,Alabama,0.0003860470458306715,55.0,0,0,0,0,0,1,0,0,1,0
165,Alabama,0.0002554572828418948,65.0,0,0,0,0,0,1,0,0,1,0
166,Alabama,7.970267224667119e-05,75.0,0,0,0,0,0,1,0,0,1,0
167,Alabama,2.431953332654839e-05,85.0,0,0,0,0,0,1,0,0,1,0
168,Alabama,0.001822330072880941,0.0,0,0,1,0,0,0,0,0,0,1
169,Alabama,0.0014524279273258772,5.0,0,0,1,0,0,0,0,0,0,1
170,Alabama,0.0013003797525783815,10.0,0,0,1,0,0,0,0,0,0,1
171,Alabama,0.0006670500569567558,15.0,0,0,1,0,0,0,0,0,0,1
172,Alabama,0.0005566925107690572,18.0,0,0,1,0,0,0,0,0,0,1
173,Alabama,0.0010011881829139542,20.0,0,0,1,0,0,0,0,0,0,1
174,Alabama,0.0007808818221911041,25.0,0,0,1,0,0,0,0,0,0,1
175,Alabama,0.000701996613249527,30.0,0,0,1,0,0,0,0,0,0,1
176,Alabama,0.0011366827257332953,35.0,0,0,1,0,0,0,0,0,0,1
177,Alabama,0.001030821227723614,45.0,0,0,1,0,0,0,0,0,0,1
178,Alabama,0.0009139239750951629,55.0,0,0,1,0,0,0,0,0,0,1
179,Alabama,0.00038052916852128655,65.0,0,0,1,0,0,0,0,0,0,1
180,Alabama,0.00014203424926009353,75.0,0,0,1,0,0,0,0,0,0,1
181,Alabama,8.62423786874237e-05,85.0,0,0,1,0,0,0,0,0,0,1
182,Alabama,0.0017485540095962017,0.0,0,0,1,0,0,0,0,0,1,0
183,Alabama,0.0015000451648476065,5.0,0,0,1,0,0,0,0,0,1,0
184,Alabama,0.0011223771178941492,10.0,0,0,1,0,0,0,0,0,1,0
185,Alabama,0.0006643933012152001,15.0,0,0,1,0,0,0,0,0,1,0
186,Alabama,0.000463501693988334,18.0,0,0,1,0,0,0,0,0,1,0
187,Alabama,0.0009637892367059008,20.0,0,0,1,0,0,0,0,0,1,0
188,Alabama,0.0007173240502200407,25.0,0,0,1,0,0,0,0,0,1,0
189,Alabama,0.0006470222059819512,30.0,0,0,1,0,0,0,0,0,1,0
190,Alabama,0.0012762645850781067,35.0,0,0,1,0,0,0,0,0,1,0
191,Alabama,0.0011804170125558277,45.0,0,0,1,0,0,0,0,0,1,0
192,Alabama,0.0009601106518329775,55.0,0,0,1,0,0,0,0,0,1,0
193,Alabama,0.0007886477235894977,65.0,0,0,1,0,0,0,0,0,1,0
194,Alabama,0.00027916371868962265,75.0,0,0,1,0,0,0,0,0,1,0
195,Alabama,0.00010054798652656981,85.0,0,0,1,0,0,0,0,0,1,0
196,Alabama,0.017252971785662756,0.0,0,0,0,0,0,0,0,1,0,1
197,Alabama,0.01757627852282746,5.0,0,0,0,0,0,0,0,1,0,1
198,Alabama,0.01917646294254909,10.0,0,0,0,0,0,0,0,1,0,1
199,Alabama,0.011931490035326677,15.0,0,0,0,0,0,0,0,1,0,1
200,Alabama,0.007801052320512648,18.0,0,0,0,0,0,0,0,1,0,1
201,Alabama,0.020148835543958476,20.0,0,0,0,0,0,0,0,1,0,1
202,Alabama,0.020796470847419247,25.0,0,0,0,0,0,0,0,1,0,1
203,Alabama,0.019213044425452047,30.0,0,0,0,0,0,0,0,1,0,1
204,Alabama,0.038047603340645546,35.0,0,0,0,0,0,0,0,1,0,1
205,Alabama,0.04325709261818374,45.0,0,0,0,0,0,0,0,1,0,1
206,Alabama,0.045763435111602135,55.0,0,0,0,0,0,0,0,1,0,1
207,Alabama,0.035343843459046925,65.0,0,0,0,0,0,0,0,1,0,1
208,Alabama,0.01770605082251114,75.0,0,0,0,0,0,0,0,1,0,1
209,Alabama,0.004852870910690908,85.0,0,0,0,0,0,0,0,1,0,1
210,Alabama,0.016296744084528976,0.0,0,0,0,0,0,0,0,1,1,0
211,Alabama,0.01620866241340509,5.0,0,0,0,0,0,0,0,1,1,0
212,Alabama,0.018791028994197236,10.0,0,0,0,0,0,0,0,1,1,0
213,Alabama,0.011318188190679855,15.0,0,0,0,0,0,0,0,1,1,0
214,Alabama,0.0077734629339657225,18.0,0,0,0,0,0,0,0,1,1,0
215,Alabama,0.019142946947040232,20.0,0,0,0,0,0,0,0,1,1,0
216,Alabama,0.020800353798118443,25.0,0,0,0,0,0,0,0,1,1,0
217,Alabama,0.0196462999771519,30.0,0,0,0,0,0,0,0,1,1,0
218,Alabama,0.03870974861777173,35.0,0,0,0,0,0,0,0,1,1,0
219,Alabama,0.04391678550539464,45.0,0,0,0,0,0,0,0,1,1,0
220,Alabama,0.04838095261451333,55.0,0,0,0,0,0,0,0,1,1,0
221,Alabama,0.04003710465941822,65.0,0,0,0,0,0,0,0,1,1,0
222,Alabama,0.022947012437295456,75.0,0,0,0,0,0,0,0,1,1,0
223,Alabama,0.009528965381655223,85.0,0,0,0,0,0,0,0,1,1,0
224,Alaska,0.0018236339706101847,0.0,0,0,0,0,0,0,1,0,0,1
225,Alaska,0.001591609112742371,5.0,0,0,0,0,0,0,1,0,0,1
226,Alaska,0.001610605299936227,10.0,0,0,0,0,0,0,1,0,0,1
227,Alaska,0.0006621528107572694,15.0,0,0,0,0,0,0,1,0,0,1
228,Alaska,0.00048168903241563657,18.0,0,0,0,0,0,0,1,0,0,1
229,Alaska,0.0023813077518012454,20.0,0,0,0,0,0,0,1,0,0,1
230,Alaska,0.002426084478758192,25.0,0,0,0,0,0,0,1,0,0,1
231,Alaska,0.002076011886185701,30.0,0,0,0,0,0,0,1,0,0,1
232,Alaska,0.002260546276068875,35.0,0,0,0,0,0,0,1,0,0,1
233,Alaska,0.0018317751936932657,45.0,0,0,0,0,0,0,1,0,0,1
234,Alaska,0.0010990651162159596,55.0,0,0,0,0,0,0,1,0,0,1
235,Alaska,0.0006567253287018819,65.0,0,0,0,0,0,0,1,0,0,1
236,Alaska,8.54828423723524e-05,75.0,0,0,0,0,0,0,1,0,0,1
237,Alaska,0.0,85.0,0,0,0,0,0,0,1,0,0,1
238,Alaska,0.002218483290139622,0.0,0,0,0,0,0,0,1,0,1,0
239,Alaska,0.0016282446166162364,5.0,0,0,0,0,0,0,1,0,1,0
240,Alaska,0.0014871300831761625,10.0,0,0,0,0,0,0,1,0,1,0
241,Alaska,0.0006540115876741882,15.0,0,0,0,0,0,0,1,0,1,0
242,Alaska,0.0004084180246679059,18.0,0,0,0,0,0,0,1,0,1,0
243,Alaska,0.001670307602545489,20.0,0,0,0,0,0,0,1,0,1,0
244,Alaska,0.0017232255525855167,25.0,0,0,0,0,0,0,1,0,1,0
245,Alaska,0.0016472408038100924,30.0,0,0,0,0,0,0,1,0,1,0
246,Alaska,0.002447794406979742,35.0,0,0,0,0,0,0,1,0,1,0
247,Alaska,0.0015943228537700646,45.0,0,0,0,0,0,0,1,0,1,0
248,Alaska,0.0011804773470467714,55.0,0,0,0,0,0,0,1,0,1,0
249,Alaska,0.0008046242147111901,65.0,0,0,0,0,0,0,1,0,1,0
250,Alaska,0.0001302595693292989,75.0,0,0,0,0,0,0,1,0,1,0
251,Alaska,2.9851151304631e-05,85.0,0,0,0,0,0,0,1,0,1,0
252,Alaska,0.0007693455813511717,0.0,0,1,0,0,0,0,0,0,0,1
253,Alaska,0.0007245688543942252,5.0,0,1,0,0,0,0,0,0,0,1
254,Alaska,0.0011275593970067437,10.0,0,1,0,0,0,0,0,0,0,1
255,Alaska,0.0006607959402434226,15.0,0,1,0,0,0,0,0,0,0,1
256,Alaska,0.0006187329543141698,18.0,0,1,0,0,0,0,0,0,0,1
257,Alaska,0.0017652885385147695,20.0,0,1,0,0,0,0,0,0,0,1
258,Alaska,0.0022062714555150004,25.0,0,1,0,0,0,0,0,0,0,1
259,Alaska,0.0014165728164561256,30.0,0,1,0,0,0,0,0,0,0,1
260,Alaska,0.002447794406979742,35.0,0,1,0,0,0,0,0,0,0,1
261,Alaska,0.0026730349122783214,45.0,0,1,0,0,0,0,0,0,0,1
262,Alaska,0.0020027408784379706,55.0,0,1,0,0,0,0,0,0,0,1
263,Alaska,0.0009918723456220572,65.0,0,1,0,0,0,0,0,0,0,1
264,Alaska,0.0002306679873539668,75.0,0,1,0,0,0,0,0,0,0,1
265,Alaska,7.869848980311809e-05,85.0,0,1,0,0,0,0,0,0,0,1
266,Alaska,0.0010665002238836347,0.0,0,1,0,0,0,0,0,0,1,0
267,Alaska,0.0010122254033297603,5.0,0,1,0,0,0,0,0,0,1,0
268,Alaska,0.0010190097558989946,10.0,0,1,0,0,0,0,0,0,1,0
269,Alaska,0.0006214466953418635,15.0,0,1,0,0,0,0,0,0,1,0
270,Alaska,0.0003948493195294373,18.0,0,1,0,0,0,0,0,0,1,0
271,Alaska,0.0015780404076039024,20.0,0,1,0,0,0,0,0,0,1,0
272,Alaska,0.0015278361985915684,25.0,0,1,0,0,0,0,0,0,1,0
273,Alaska,0.0013175212689453045,30.0,0,1,0,0,0,0,0,0,1,0
274,Alaska,0.001742221739779373,35.0,0,1,0,0,0,0,0,0,1,0
275,Alaska,0.0014260709100530537,45.0,0,1,0,0,0,0,0,0,1,0
276,Alaska,0.001550902997326965,55.0,0,1,0,0,0,0,0,0,1,0
277,Alaska,0.0009986566981912916,65.0,0,1,0,0,0,0,0,0,1,0
278,Alaska,0.0002347385988955074,75.0,0,1,0,0,0,0,0,0,1,0
279,Alaska,0.00021709928221549818,85.0,0,1,0,0,0,0,0,0,1,0
280,Alaska,0.007020448038643672,0.0,0,0,0,1,0,0,0,0,0,1
281,Alaska,0.0072470454144560985,5.0,0,0,0,1,0,0,0,0,0,1
282,Alaska,0.0065889632152403696,10.0,0,0,0,1,0,0,0,0,0,1
283,Alaska,0.003747676359245037,15.0,0,0,0,1,0,0,0,0,0,1
284,Alaska,0.002198130232431919,18.0,0,0,0,1,0,0,0,0,0,1
285,Alaska,0.005568596588827528,20.0,0,0,0,1,0,0,0,0,0,1
286,Alaska,0.006377291415080259,25.0,0,0,0,1,0,0,0,0,0,1
287,Alaska,0.005032632735858017,30.0,0,0,0,1,0,0,0,0,0,1
288,Alaska,0.008290478839604336,35.0,0,0,0,1,0,0,0,0,0,1
289,Alaska,0.007404442394062335,45.0,0,0,0,1,0,0,0,0,0,1
290,Alaska,0.007574051208293193,55.0,0,0,0,1,0,0,0,0,0,1
291,Alaska,0.004221224168577593,65.0,0,0,0,1,0,0,0,0,0,1
292,Alaska,0.0014043609818315038,75.0,0,0,0,1,0,0,0,0,0,1
293,Alaska,0.000337860757947869,85.0,0,0,0,1,0,0,0,0,0,1
294,Alaska,0.006569967028046513,0.0,0,0,0,1,0,0,0,0,1,0
295,Alaska,0.006823701814135877,5.0,0,0,0,1,0,0,0,0,1,0
296,Alaska,0.005940379109621569,10.0,0,0,0,1,0,0,0,0,1,0
297,Alaska,0.003173720131887814,15.0,0,0,0,1,0,0,0,0,1,0
298,Alaska,0.002450508148007436,18.0,0,0,0,1,0,0,0,0,1,0
299,Alaska,0.005450548854122851,20.0,0,0,0,1,0,0,0,0,1,0
300,Alaska,0.006082850513575489,25.0,0,0,0,1,0,0,0,0,1,0
301,Alaska,0.00510047626155036,30.0,0,0,0,1,0,0,0,0,1,0
302,Alaska,0.008308118156284346,35.0,0,0,0,1,0,0,0,0,1,0
303,Alaska,0.007517062646711624,45.0,0,0,0,1,0,0,0,0,1,0
304,Alaska,0.0074166542286869565,55.0,0,0,0,1,0,0,0,0,1,0
305,Alaska,0.004863023921627159,65.0,0,0,0,1,0,0,0,0,1,0
306,Alaska,0.002316177967136596,75.0,0,0,0,1,0,0,0,0,1,0
307,Alaska,0.0005631012632464484,85.0,0,0,0,1,0,0,0,0,1,0
308,Alaska,0.0015753266665762087,0.0,0,0,0,0,1,0,0,0,0,1
309,Alaska,0.0023121073555950554,5.0,0,0,0,0,1,0,0,0,0,1
310,Alaska,0.0024328688313274265,10.0,0,0,0,0,1,0,0,0,0,1
311,Alaska,0.0013378743266530076,15.0,0,0,0,0,1,0,0,0,0,1
312,Alaska,0.0007964829916281089,18.0,0,0,0,0,1,0,0,0,0,1
313,Alaska,0.002716454768721421,20.0,0,0,0,0,1,0,0,0,0,1
314,Alaska,0.002827718150856864,25.0,0,0,0,0,1,0,0,0,0,1
315,Alaska,0.0019918859143271956,30.0,0,0,0,0,1,0,0,0,0,1
316,Alaska,0.0034980121846972146,35.0,0,0,0,0,1,0,0,0,0,1
317,Alaska,0.004236149744229908,45.0,0,0,0,0,1,0,0,0,0,1
318,Alaska,0.003599777473235729,55.0,0,0,0,0,1,0,0,0,0,1
319,Alaska,0.0021506397644472787,65.0,0,0,0,0,1,0,0,0,0,1
320,Alaska,0.0005644581337602953,75.0,0,0,0,0,1,0,0,0,0,1
321,Alaska,0.0001709656847447048,85.0,0,0,0,0,1,0,0,0,0,1
322,Alaska,0.001582111019145443,0.0,0,0,0,0,1,0,0,0,1,0
323,Alaska,0.0018290614526655722,5.0,0,0,0,0,1,0,0,0,1,0
324,Alaska,0.0020163095835764393,10.0,0,0,0,0,1,0,0,0,1,0
325,Alaska,0.0013704392189853322,15.0,0,0,0,0,1,0,0,0,1,0
326,Alaska,0.000696074573603441,18.0,0,0,0,0,1,0,0,0,1,0
327,Alaska,0.0020054546194656644,20.0,0,0,0,0,1,0,0,0,1,0
328,Alaska,0.0026947448404998713,25.0,0,0,0,0,1,0,0,0,1,0
329,Alaska,0.0030923079010570023,30.0,0,0,0,0,1,0,0,0,1,0
330,Alaska,0.004993283490956458,35.0,0,0,0,0,1,0,0,0,1,0
331,Alaska,0.0049878560089010706,45.0,0,0,0,0,1,0,0,0,1,0
332,Alaska,0.0043202757160884135,55.0,0,0,0,0,1,0,0,0,1,0
333,Alaska,0.002495284874964382,65.0,0,0,0,0,1,0,0,0,1,0
334,Alaska,0.0012103284983514023,75.0,0,0,0,0,1,0,0,0,1,0
335,Alaska,0.0006607959402434226,85.0,0,0,0,0,1,0,0,0,1,0
336,Alaska,0.0010122254033297603,0.0,1,0,0,0,0,0,0,0,0,1
337,Alaska,0.0007869848980311809,5.0,1,0,0,0,0,0,0,0,0,1
338,Alaska,0.0007232119838803783,10.0,1,0,0,0,0,0,0,0,0,1
